quadkey,latitude,longitude,rwi,error
03330323113323,12.2219175,-14.1174316,-0.166,0.342
03330323022012,12.0070844,-15.4138184,-0.267,0.372
03330323103221,12.2433913,-14.5568848,-0.471,0.348
03330322133221,11.8996033,-15.6115723,0.689,0.446
03330323103010,12.3721972,-14.5349121,-0.121,0.345
03330322121032,12.1360050,-15.9411621,-0.621,0.343
03330322130222,12.0500648,-15.8093262,-0.755,0.361
03330322113320,12.2433913,-15.5456543,-0.474,0.344
03330323133223,11.8781020,-14.2053223,-0.989,0.351
03330323000332,12.3936586,-15.3259277,-0.431,0.346
03330323020220,12.0715524,-15.4577637,-0.691,0.356
03330323001000,12.5438394,-15.2819824,-0.790,0.349
03330323121221,12.0715524,-14.5568848,-0.465,0.341
03330321333120,12.6724962,-14.1394043,-0.495,0.354
03330323110123,12.4794869,-14.2932129,-0.423,0.347
03330323030033,12.1360050,-15.0402832,-0.425,0.344
03330323031102,12.1789647,-14.8425293,-0.339,0.359
03330323002231,12.2433913,-15.3918457,-0.456,0.342
03330323122022,11.9640971,-14.7546387,-0.719,0.340
03330321232202,12.6081759,-15.1062012,-0.843,0.348
03330321233200,12.6296178,-14.9304199,-0.576,0.347
03332101010301,11.0813844,-14.9963379,-0.309,0.346
03330322120311,12.1145226,-16.0070801,-0.340,0.344
03330322101313,12.4365763,-15.8312988,-0.537,0.351
03330323113300,12.2863336,-14.1394043,-0.797,0.343
03330322100300,12.4580325,-16.0729980,-0.790,0.347
03332100100110,11.1676236,-16.0290527,-0.756,0.342
03330323030123,12.1360050,-14.9963379,-0.445,0.343
03330322300121,11.8135879,-16.0510254,-0.715,0.345
03330323302022,11.6199546,-14.7546387,-1.074,0.344
03330322120022,12.1360050,-16.1608887,-0.509,0.354
03330323032010,12.0285754,-15.0622559,-0.234,0.375
03330323103312,12.2648633,-14.4470215,-0.143,0.382
03330322132301,11.9426009,-15.6994629,-0.226,0.370
03330322100220,12.4151184,-16.1608887,-0.560,0.406
03330322313312,11.5769066,-15.5017090,-0.862,0.342
03330323132132,11.9640971,-14.2712402,-0.773,0.342
03330323233213,11.2322862,-14.8645020,-0.119,0.342
03330323221130,11.4692577,-15.1501465,-0.560,0.343
03330323110333,12.3936586,-14.2492676,-0.386,0.343
03330322113311,12.2863336,-15.4797363,-0.565,0.343
03330322111312,12.4365763,-15.5017090,-0.360,0.363
03330321332132,12.6510579,-14.2712402,-0.340,0.350
03330323103330,12.2433913,-14.4470215,-0.646,0.342
03330323131102,12.1789647,-14.1394043,-0.544,0.342
03330323211111,11.8565990,-14.7766113,-0.577,0.356
03330323112102,12.3507339,-14.3151855,-0.340,0.357
03330322012102,12.3507339,-16.4245605,-0.393,0.354
03330323013033,12.3078021,-14.8645020,-0.609,0.345
03330323222312,11.2322862,-15.3259277,-0.846,0.346
03330323003231,12.2433913,-15.2160645,-0.824,0.359
03330321233333,12.5652867,-14.7766113,-0.602,0.342
03330323231323,11.3615678,-14.8205566,-0.657,0.343
03330322321021,11.4692577,-15.9631348,-0.233,0.344
03330323201032,11.7920798,-15.2380371,-0.750,0.343
03330323233222,11.1891794,-14.9304199,-0.613,0.346
03330323033321,11.8996033,-14.8205566,-0.891,0.364
03330322112312,12.2648633,-15.6774902,-0.559,0.348
03330323030203,12.0930384,-15.0842285,-0.534,0.344
03330322130322,12.0500648,-15.7214355,-0.055,0.374
03330323000121,12.5009395,-15.3479004,-0.598,0.349
03330323120002,12.1789647,-14.7546387,-0.711,0.359
03330323011010,12.5438394,-14.8864746,-0.787,0.344
03330322131320,12.0715524,-15.5456543,-0.348,0.368
03330321333232,12.5652867,-14.1833496,-0.492,0.345
03330322323133,11.2753865,-15.8312988,-0.435,0.345
03330332012010,12.3721972,-13.6560059,-0.703,0.352
03330323122203,11.9211029,-14.7326660,-0.606,0.341
03330322132200,11.9426009,-15.8093262,-0.366,0.370
03330322123132,11.9640971,-15.8532715,-0.645,0.348
03330322111232,12.3936586,-15.5895996,-0.641,0.366
03332101010123,11.1029466,-14.9963379,-0.622,0.346
03330323213323,11.5338520,-14.8205566,-0.322,0.343
03330323020222,12.0500648,-15.4577637,-0.872,0.363
03330323213210,11.5984314,-14.8864746,-0.714,0.343
03330322113131,12.3292689,-15.4797363,-0.642,0.343
03330323211133,11.7920798,-14.7766113,-0.942,0.342
03330322130302,12.0930384,-15.7214355,0.329,0.465
03330323302100,11.6845141,-14.6667480,-0.803,0.343
03330323223133,11.2753865,-15.1281738,-0.251,0.360
03330323021312,12.0930384,-15.1501465,-0.920,0.405
03330322130120,12.1574857,-15.7214355,-0.318,0.382
03330323003230,12.2433913,-15.2380371,-0.608,0.344
03330323221113,11.4907908,-15.1281738,-0.590,0.344
03330322132210,11.9426009,-15.7653809,-0.714,0.362
03330323103233,12.2219175,-14.5129395,-0.750,0.341
03330323230301,11.4261866,-14.9963379,-0.783,0.347
03330323001201,12.4580325,-15.2600098,-0.518,0.348
03330323113103,12.3507339,-14.1174316,-0.727,0.342
03330322311312,11.7490585,-15.5017090,-0.117,0.346
03330323013101,12.3721972,-14.8205566,-0.734,0.359
03330323103222,12.2219175,-14.5788574,-0.419,0.388
03330323102213,12.2648633,-14.6887207,-0.472,0.343
03330323023110,12.0285754,-15.1501465,-0.650,0.409
03330322102300,12.2863336,-16.0729980,-0.455,0.345
03330322121012,12.1789647,-15.9411621,-0.469,0.343
03330322113021,12.3292689,-15.6115723,-0.559,0.347
03330321223331,12.5867322,-15.1281738,-0.764,0.347
03330323211112,11.8350943,-14.7985840,-0.408,0.341
03330322101223,12.3936586,-15.9631348,-0.703,0.344
03330323003330,12.2433913,-15.1501465,-1.009,0.344
03330323013121,12.3292689,-14.8205566,-0.617,0.345
03330323311221,11.7275454,-14.2053223,-0.733,0.343
03330332001022,12.4794869,-13.8757324,-0.360,0.342
03330322120302,12.0930384,-16.0729980,-0.476,0.366
03330323210120,11.8135879,-15.0183105,-0.840,0.360
03330323000232,12.3936586,-15.4138184,-0.425,0.346
03330323020212,12.0930384,-15.4138184,-0.176,0.347
03330322101331,12.4151184,-15.8312988,-0.673,0.350
03330332002022,12.3078021,-14.0515137,-0.592,0.343
03330322330130,11.4692577,-15.6774902,-0.401,0.341
03330323222211,11.2538371,-15.3918457,-0.147,0.346
03330322121101,12.2004420,-15.8752441,-0.366,0.344
03330323212223,11.5338520,-15.0842285,-0.320,0.356
03330322012013,12.3507339,-16.4465332,-0.364,0.371
03330323302112,11.6629959,-14.6228027,-0.396,0.343
03330323031321,12.0715524,-14.8205566,-0.211,0.407
03330332002023,12.3078021,-14.0295410,-0.336,0.351
03330323122102,12.0070844,-14.6667480,-0.333,0.341
03330322120211,12.1145226,-16.0949707,-0.697,0.346
03332101011010,11.1676236,-14.8864746,-0.406,0.387
03330323203321,11.5553801,-15.1721191,-0.471,0.342
03330322003121,12.3292689,-16.5783691,-0.075,0.347
03330323211020,11.8135879,-14.9304199,-0.693,0.341
03330323203223,11.5338520,-15.2600098,-0.163,0.387
03330332001220,12.4151184,-13.8757324,-0.454,0.344
03330322313331,11.5553801,-15.4797363,-0.585,0.344
03330323210312,11.7490585,-14.9743652,-0.217,0.343
03330321332223,12.5652867,-14.3811035,-0.706,0.345
03330322133003,12.0070844,-15.6115723,-0.784,0.380
03330332000202,12.4365763,-14.0515137,-0.647,0.344
03330323011210,12.4580325,-14.8864746,0.153,0.344
03330323000133,12.4794869,-15.3039551,-0.629,0.349
03330323103000,12.3721972,-14.5788574,-0.502,0.352
03330323120033,12.1360050,-14.6887207,-0.281,0.394
03330323112130,12.3292689,-14.2712402,-0.494,0.357
03330323112113,12.3507339,-14.2492676,-0.540,0.342
03330323111022,12.4794869,-14.2272949,-0.560,0.344
03330322113133,12.3078021,-15.4797363,-0.166,0.343
03330323002121,12.3292689,-15.3479004,-0.429,0.345
03330323023201,11.9426009,-15.2600098,-0.436,0.345
03330323020313,12.0930384,-15.3039551,-0.387,0.393
03330323023131,11.9855916,-15.1281738,-0.624,0.344
03330323001110,12.5438394,-15.1501465,-0.174,0.344
03330323123020,11.9855916,-14.5788574,-0.568,0.339
03330323003131,12.3292689,-15.1281738,-0.855,0.343
03330323033000,12.0285754,-14.9304199,-0.051,0.379
03330322013330,12.2433913,-16.2048340,-0.953,0.345
03330323013322,12.2219175,-14.8425293,-0.787,0.344
03330322311313,11.7490585,-15.4797363,-0.281,0.345
03330323013220,12.2433913,-14.9304199,-0.790,0.346
03330323003103,12.3507339,-15.1721191,-0.665,0.344
03330322130121,12.1574857,-15.6994629,-1.046,0.354
03330323200312,11.7490585,-15.3259277,-0.472,0.344
03330323002213,12.2648633,-15.3918457,-0.786,0.342
03330323101200,12.4580325,-14.5788574,-0.513,0.344
03330323033211,11.9426009,-14.8645020,-0.682,0.340
03330323033323,11.8781020,-14.8205566,-0.640,0.405
03332101012102,10.9735497,-15.0183105,-0.435,0.365
03330323001030,12.5009395,-15.2380371,-0.305,0.356
03330323202031,11.6414761,-15.3918457,-0.637,0.358
03330323230033,11.4477230,-15.0402832,-0.802,0.346
03330323123203,11.9211029,-14.5568848,-0.564,0.341
03332101010322,11.0166883,-15.0183105,-0.540,0.349
03330323030223,12.0500648,-15.0842285,-0.466,0.344
03330323210301,11.7705700,-14.9963379,-0.516,0.343
03330323003012,12.3507339,-15.2380371,-0.528,0.344
03330322112023,12.3078021,-15.7873535,-0.311,0.380
03330323223021,11.2969342,-15.2600098,-0.455,0.360
03330323031110,12.2004420,-14.7985840,-0.435,0.343
03330322313223,11.5338520,-15.6115723,-0.006,0.342
03330323232102,11.3184804,-15.0183105,-0.360,0.345
03330322133320,11.8996033,-15.5456543,-0.474,0.462
03330322003120,12.3292689,-16.6003418,-0.683,0.349
03330323002332,12.2219175,-15.3259277,-0.528,0.357
03330322112013,12.3507339,-15.7434082,-0.948,0.351
03330323201230,11.7275454,-15.2380371,-0.772,0.342
03330332002202,12.2648633,-14.0515137,-0.740,0.342
03330322133001,12.0285754,-15.6115723,-0.669,0.377
03330323223332,11.1891794,-15.1501465,-0.577,0.346
03330323222331,11.2107336,-15.3039551,-0.112,0.346
03330322113222,12.2219175,-15.6335449,-0.617,0.370
03330323000313,12.4365763,-15.3039551,-0.070,0.347
03330322113300,12.2863336,-15.5456543,-0.150,0.344
03330322133232,11.8781020,-15.5895996,1.391,0.460
03330322011331,12.4151184,-16.1828613,-0.654,0.450
03330322300211,11.7705700,-16.0949707,-0.563,0.349
03330323223033,11.2753865,-15.2160645,-0.341,0.346
03330322121202,12.0930384,-15.9851074,-0.154,0.383
03330323231332,11.3615678,-14.7985840,-0.577,0.343
03330330222122,12.6510579,-13.9636230,-0.392,0.359
03330323211002,11.8350943,-14.9304199,-0.350,0.341
03330322320132,11.4477230,-16.0290527,-0.356,0.344
03330322013313,12.2648633,-16.1828613,-0.396,0.361
03330321333312,12.6081759,-14.0954590,-0.345,0.345
